Choroideremia B
: O
close O
linkage O
to O
DXYS1 O
and O
DXYS12 O
demonstrated O
by O
segregation O
analysis O
and O
historical O
- O
genealogical O
evidence O
. O

The O
clinical O
features O
of O
eight O
cases O
with O
15q11 O
- O
12 O
deletion O
were O
very O
similar O
to O
those O
originally O
described O
in O
PWS B
. O

There O
were O
59 O
deaths O
from O
malignant B
neoplasms I
in O
relatives O
dying O
before O
age O
75 O
, O
compared O
to O
42 O
. O

Mutation O
and O
haplotype O
studies O
of O
familial B
Mediterranean I
fever I
reveal O
new O
ancestral O
relationships O
and O
evidence O
for O
a O
high O
carrier O
frequency O
with O
reduced O
penetrance O
in O
the O
Ashkenazi O
Jewish O
population O
. O

To O
compare O
somatic O
and O
germline O
mutations O
, O
we O
used O
the O
VHL B
database O
, O
which O
includes O
507 O
mutations O
. O

We O
report O
that O
heterozygosity O
for O
a O
targeted O
murine O
Wt1 O
allele O
, O
Wt1 O
( O
tmT396 O
) O
, O
which O
truncates O
ZF3 O
at O
codon O
396 O
, O
induces O
mesangial B
sclerosis I
characteristic O
of O
DDS B
in O
adult O
heterozygous O
and O
chimeric O
mice O
. O

Argininemia B
is O
a O
rare O
autossomal B
recessive I
disorder I
caused O
by O
deficiency B
in I
the I
cytosolic I
liver I
- I
type I
arginase I
enzyme I
( O
L O
- O
arginine O
urea O
- O
hydrolase O
; O
E O
. O
C O
. O
3 O
. O
5 O
. O
3 O
. O
1 O
) O
. O

Deficiency B
of I
glucose I
- I
6 I
- I
phosphate I
dehydrogenase I
( O
G6PD O
) O
is O
usually O
found O
at O
high O
frequencies O
in O
areas O
of O
the O
world O
where O
malaria B
has O
been O
endemic O
. O

The O
rare O
form O
of O
the O
Q356R O
polymorphism O
was O
significantly O
( O
P O
= O
0 O
. O
03 O
) O
associated O
with O
a O
family O
history O
of O
ovarian B
cancer I
, O
suggesting O
that O
this O
polymorphism O
may O
influence O
ovarian B
cancer I
risk O
. O

We O
evaluated O
the O
hypothesis O
that O
Huntington B
disease I
( O
HD B
) O
is O
influenced O
by O
the O
normal O
HD B
allele O
by O
comparing O
transmission O
patterns O
of O
genetically O
linked O
markers O
at O
the O
D4S10 O
locus O
in O
the O
normal O
parent O
against O
age O
at O
onset O
in O
the O
affected O
offspring O
. O

Decrease O
in O
GTP O
cyclohydrolase O
I O
gene O
expression O
caused O
by O
inactivation O
of O
one O
allele O
in O
hereditary B
progressive I
dystonia I
with O
marked O
diurnal O
fluctuation O
. O

Moreover O
, O
MAGEL2 O
/ O
Magel2 O
are O
expressed O
only O
from O
the O
paternal O
allele O
in O
brain O
, O
suggesting O
a O
potential O
role O
in O
the O
aetiology O
of O
PWS B
and O
its O
mouse O
model O
, O
respectively O
. O
. O

These O
data O
demonstrate O
that O
ATM O
and O
the O
hMre11 O
/ O
hRad50 O
/ O
Nbs1 O
protein O
complex O
act O
in O
the O
same O
DNA O
damage O
response O
pathway O
and O
link O
hMre11 O
to O
the O
complex O
pathology O
of O
A B
- I
T I
. O
. O

