It O
has O
been O
demonstrated O
that O
interferon B
- I
gamma I
( O
IFN B
- I
gamma I
) O
and O
interleukin B
- I
10 I
( O
IL B
- I
10 I
) O
have O
various O
reverse O
effects O
on O
macrophages O
; O
however O
, O
the O
molecular O
mechanism O
of O
this O
difference O
has O
not O
been O
fully O
understood O
. O

CONCLUSIONS O
: O
Leukocyte O
adhesion O
to O
the O
corneal O
endothelium O
was O
shown O
to O
be O
mediated O
by O
CD18 B
expressed O
on O
activated O
leukocytes O
. O

The O
mapping O
of O
the O
cis B
- I
acting I
genetic I
cis I
- I
acting I
segment I
( O
oriP B
) O
required O
for O
viral O
episomal O
maintenance O
is O
reported O
here O
. O

alpha B
4 I
integrins I
mediate O
cell O
- O
cell O
and O
cell O
- O
extracellular O
matrix O
interactions O
that O
are O
critical O
for O
maturation O
and O
function O
of O
the O
immune O
system O
as O
well O
as O
differentiation O
of O
skeletal O
muscle O
. O

To O
understand O
the O
function O
of O
AML1 B
during O
B O
cell O
differentiation O
, O
we O
analyzed O
regulatory B
regions I
of O
B B
cell I
- I
specific I
genes I
for O
potential O
AML1 B
- I
binding I
sites I
and O
have O
identified O
a O
putative O
AML1 B
- I
binding I
site I
in O
the O
promoter O
of O
the O
B B
cell I
- I
specific I
tyrosine I
kinase I
gene I
, I
blk I
. O

Binding O
characteristics O
of O
the O
glucocorticoid B
receptor I
in O
peripheral O
blood O
lymphocytes O
in O
multiple O
sclerosis O
. O

However O
, O
kinase B
C I
activation O
( O
PMA O
stimulation O
) O
combined O
with O
either O
cAMP O
( O
forskolin O
plus O
MIX O
) O
or O
calcium O
stimulation O
( O
ionophore O
) O
leads O
to O
greatly O
enhanced O
c B
- I
fos I
induction O
. O

Increased O
[ O
Ca2 O
+ O
] O
i O
activates O
Ca2 B
+ I
/ I
calmodulin I
- I
dependent I
kinases I
including O
the O
multifunctional O
Ca2 B
+ I
/ I
calmodulin I
- I
dependent I
protein I
kinase I
II I
( O
CaM B
- I
K I
II I
) O
, O
as O
well O
as O
calcineurin B
, O
a O
type B
2B I
protein I
phosphatase I
. O

