Using O
the O
alkaline O
comet O
assay O
, O
we O
showed O
that O
all O
doses O
of O
the O
PFOS B
strongly O
induced O
DNA O
damage O
in O
rat O
bone O
marrow O
and O
curcumin B
prevented O
the O
formation O
of O
DNA O
damage O
induced O
by O
PFOS B
. O

Collectively O
, O
our O
results O
provide O
strong O
support O
for O
a O
cytochrome O
P450 O
( O
P450 O
) O
- O
mediated O
bioactivation O
mechanism O
involving O
the O
initial O
formation O
of O
a O
glutathionyl O
conjugate O
, O
followed O
by O
thiol B
- O
disulfide B
exchange O
with O
another O
GSH B
molecule O
to O
release O
the O
AM O
. O

