In O
the O
saline O
group O
, O
45 O
% O
of O
the O
mice O
developed O
large O
hematomas B
( O
i O
. O
e O
. O
, O
> O
15 O
microL O
) O
. O

The O
most O
common O
symptomatic O
adverse O
reactions O
were O
tremor B
or O
ataxia B
( O
35 O
% O
) O
, O
nausea B
and O
anorexia B
( O
8 O
% O
) O
, O
visual B
halos I
or I
blurring I
( O
6 O
% O
) O
, O
thyroid B
function I
abnormalities I
( O
6 O
% O
) O
and O
pulmonary B
interstitial I
infiltrates I
( O
5 O
% O
) O
. O

Vasoconstriction O
appears O
to O
be O
the O
common O
mechanism O
of O
action O
leading O
to O
a O
wide O
range O
of O
fetal B
anomalies I
. O

Thus O
, O
we O
hypothesized O
that O
the O
activation O
of O
PARP O
may O
contribute O
to O
the O
DOX O
- O
induced O
cardiotoxicity B
. O

Ketoprofen O
but O
not O
acetaminophen O
impaired O
platelet O
function O
in O
patients O
with O
SAH B
. O

Effect O
of O
intravenous O
metoprolol O
or O
intravenous O
metoprolol O
plus O
glucagon O
on O
dobutamine O
- O
induced O
myocardial B
ischemia I
. O

It O
is O
likely O
that O
the O
hypersensitivity B
( O
eosinophilic B
) O
myocarditis B
was O
related O
to O
dobutamine O
infusion O
therapy O
. O

Serum O
alpha O
- O
GST O
levels O
were O
significantly O
elevated O
by O
day O
4 O
, O
which O
corresponded O
to O
hepatotoxicity B
as O
shown O
by O
the O
increasing O
incidence O
of O
inflammation B
of O
the O
liver O
capsule O
, O
necrosis B
, O
and O
steatosis B
throughout O
the O
study O
. O

Cardiac B
arrest I
in O
a O
child O
with O
cerebral B
palsy I
undergoing O
sevoflurane O
induction O
of O
anesthesia O
after O
preoperative O
clonidine O
. O

A O
65 O
- O
year O
- O
old O
woman O
with O
adult B
- I
onset I
diabetes I
treated O
with O
chlorpropamide O
( O
Diabenese O
) O
had O
a O
toxic B
optic I
neuropathy I
that O
resolved O
with O
discontinuation O
of O
chlorpropamide O
therapy O
. O

Thus O
, O
hyperammonemia B
is O
capable O
of O
altering O
drug O
action O
and O
must O
be O
considered O
along O
with O
impaired O
drug O
metabolism O
in O
enhanced O
drug O
responses O
associated O
with O
liver B
disease I
. O

In O
this O
study O
, O
we O
developed O
a O
new O
hypoxia B
- O
responsive O
reporter O
vector O
using O
a O
hypoxia B
- O
responsive O
element O
of O
the O
5 O
' O
vascular O
endothelial O
growth O
factor O
untranslated O
region O
and O
generated O
a O
novel O
hypoxia B
- O
sensing O
transgenic O
rat O
. O

Although O
these O
drugs O
are O
highly O
effective O
and O
represent O
the O
mainstay O
of O
transplant O
immunosuppression O
, O
they O
are O
associated O
with O
acute O
and O
chronic O
nephrotoxicity B
. O

RAPA O
was O
discontinued O
in O
four O
patients O
, O
because O
of O
pneumonia B
in O
two O
, O
PTLD B
in O
one O
, O
and O
oral O
aphtous B
ulcers I
in O
one O
. O

However O
, O
her O
psychosis B
recurred O
after O
the O
dose O
reduction O
. O

To O
elucidate O
the O
possible O
role O
of O
the O
kinin O
B1 O
receptor O
( O
B1R O
) O
during O
the O
development O
of O
DOX O
cardiomyopathy B
, O
we O
studied O
B1R O
knockout O
mice O
( O
B1R O
( O
- O
/ O
- O
) O
) O
by O
investigating O
cardiac O
inflammation B
and O
apoptosis O
after O
induction O
of O
DOX O
- O
induced O
cardiomyopathy B
. O

Azelastine O
, O
a O
novel O
antiallergic O
medication O
, O
was O
compared O
with O
chlorpheniramine O
maleate O
and O
placebo O
for O
efficacy O
and O
safety O
in O
the O
treatment O
of O
spring B
allergic I
rhinitis I
in O
a O
multicenter O
, O
double O
- O
blind O
, O
multiple O
- O
dose O
, O
parallel O
- O
groups O
study O
. O

More O
likely O
, O
the O
elevated O
mortality O
rate O
ratio O
resulted O
from O
incomplete O
adjustment O
for O
the O
greater O
prevalence O
of O
substance B
abuse I
among O
survivors O
of O
acute B
liver I
failure I
. O

Cyclophosphamide O
- O
induced O
cystitis B
in O
freely O
- O
moving O
conscious O
rats O
: O
behavioral O
approach O
to O
a O
new O
model O
of O
visceral B
pain I
. O

Posteroventral O
medial O
pallidotomy O
in O
advanced O
Parkinson B
' I
s I
disease I
. O

These O
data O
demonstrate O
that O
administration O
of O
MP O
before O
and O
after O
TDI O
reduces O
the O
frequency O
and O
severity O
of O
the O
arthralgia B
- O
myalgia B
syndrome O
. O

In O
the O
current O
study O
, O
we O
investigated O
whether O
a O
physiological O
intervention O
by O
feeding O
40 O
% O
high O
fat O
diet O
( O
HFD O
) O
, O
which O
induces O
obesity B
in O
male O
Sprague O
- O
Dawley O
rats O
( O
250 O
- O
275 O
g O
) O
, O
sensitizes O
to O
doxorubicin O
- O
induced O
cardiotoxicity B
. O

T O
alone O
had O
no O
effect O
on O
locomotion O
, O
irritability B
, O
or O
sexual O
behavior O
but O
increased O
partner O
preference O
and O
aggression B
. O

Intravenous O
pretreatment O
of O
the O
rats O
with O
diazepam O
, O
although O
causing O
no O
change O
in O
the O
adrenaline O
- O
induced O
pressor O
effect O
, O
did O
enhance O
the O
adrenaline O
- O
induced O
reflex O
bradycardia B
. O

Succinylcholine O
- O
induced O
masseter B
muscle I
rigidity I
during O
bronchoscopic O
removal O
of O
a O
tracheal O
foreign O
body O
. O

