A O
polymorphic O
bipartite O
motif O
signals O
nuclear O
targeting O
of O
early O
auxin O
- O
inducible O
proteins O
related O
to O
PS B
- I
IAA4 I
from I
pea I
( I
Pisum I
sativum I
) I
. O

Finally O
, O
some O
point O
mutations O
in O
the O
Gag B
- O
Pol B
PR O
domain O
inhibited O
activation O
of O
RT B
in O
trans O
by O
a O
wild O
- O
type O
PR B
, O
suggesting O
that O
the O
correct O
conformation O
of O
the O
PR B
domain O
in O
Gag B
- O
Pol B
is O
prerequisite O
for O
activation O
of O
RT B
. O

Mutations O
in O
the O
nuclear B
gene I
CBP1 I
of I
Saccharomyces I
cerevisiae I
result O
in O
degradation O
of O
mitochondrially B
encoded I
cytochrome I
b I
( O
cob B
) O
RNA O
; O
thus O
, O
the O
cells O
are O
unable O
to O
respire O
. O

Acute O
idiopathic O
thrombocytopenic O
purpura O
presenting O
a O
high O
serum O
level O
of O
immunoglobulin B
E I
and O
eosinophilia O
in O
an O
elderly O
patient O
. O

We O
show O
here O
that O
the O
in O
vitro O
transcription O
extract O
contains O
a O
binding O
activity O
that O
is O
specific O
for O
the O
initiator O
element O
and O
thus O
may O
participate O
in O
recruiting O
RNA B
polymerase I
II I
to O
the O
SL O
RNA O
gene O
promoter O
. O

Factors O
involved O
in O
specific O
transcription O
by O
mammalian O
RNA B
polymerase I
II I
: O
purification O
, O
genetic O
specificity O
, O
and O
TATA O
box O
- O
promoter O
interactions O
of O
TFIID B
. O

In O
co O
- O
transfection O
studies O
, O
an O
AP B
- I
2 I
but O
not O
an O
Egr B
- I
1 I
expression O
vector O
activated O
VPF B
/ O
VEGF B
transcription O
, O
thus O
indicating O
that O
AP B
- I
2 I
protein I
is O
functionally O
important O
in O
TGF B
alpha I
- O
induced O
VPF B
/ O
VEGF B
gene O
expression O
. O

