Bdellovibrio B
can O
also O
grow O
slowly O
outside O
prey O
as O
long O
flagellate O
host O
- O
independent O
( O
HI O
) O
cells O
, O
cultured O
on O
peptone O
- O
rich O
media O
. O

Three O
genes O
encoding O
proteins O
showing O
sequence O
similarity O
and O
features O
typical O
of O
insect O
APNs O
were O
characterized O
in O
C B
. I
tremulae I
and O
designed O
as O
CtAPN1 O
, O
CtAPN2 O
and O
CtAPN3 O
. O

These O
results O
point O
to O
animportant O
role O
for O
lytic O
EBV B
infection O
in O
the O
development O
of O
B O
cell O
lymphomasin O
the O
context O
of O
an O
active O
host O
immune O
response O
. O

Bioinformatic O
analysis O
of O
the O
sequences O
established O
that O
almost O
all O
of O
the O
DNA O
clones O
from O
this O
library O
were O
from O
S B
. I
subterranea I
rather O
than O
the O
plant O
host O
. O

We O
explored O
here O
the O
potential O
of O
anti O
- O
Gag O
RNA O
aptamers O
to O
inhibit O
HIV B
- I
1 I
replication O
. O

The O
antibiotic O
- O
producing O
soil O
bacterium O
Streptomyces B
coelicolor I
contains O
a O
gene O
for O
an O
SoxR O
homologue O
( O
SCO1697 O
) O
whose O
DNA O
recognition O
helix O
is O
identical O
to O
that O
of O
Escherichia B
coli I
SoxR O
. O

DNA O
- O
DNA O
relatedness O
and O
physiological O
and O
biochemical O
tests O
allowed O
the O
differentiation O
of O
strain O
15 B
- I
Je I
- I
017 I
( I
T I
) I
from O
the O
type O
strains O
of O
the O
three O
known O
Jiangella O
species O
. O

Additionally O
, O
reduced O
virulence O
to O
the O
greater B
wax I
moth I
, O
Galleria B
mellonella I
( O
L O
. O
) O
, O
was O
observed O
in O
all O
fungal O
populations O
that O
were O
exposed O
to O
fungicide O
resistance O
regimes O
. O

