Choroideremia B
: O
close O
linkage O
to O
DXYS1 O
and O
DXYS12 O
demonstrated O
by O
segregation O
analysis O
and O
historical O
- O
genealogical O
evidence O
. O

The O
clinical O
features O
of O
eight O
cases O
with O
15q11 O
- O
12 O
deletion O
were O
very O
similar O
to O
those O
originally O
described O
in O
PWS B
. O

There O
were O
59 O
deaths O
from O
malignant B
neoplasms I
in O
relatives O
dying O
before O
age O
75 O
, O
compared O
to O
42 O
. O

Mutation O
and O
haplotype O
studies O
of O
familial B
Mediterranean I
fever I
reveal O
new O
ancestral O
relationships O
and O
evidence O
for O
a O
high O
carrier O
frequency O
with O
reduced O
penetrance O
in O
the O
Ashkenazi O
Jewish O
population O
. O

To O
compare O
somatic O
and O
germline O
mutations O
, O
we O
used O
the O
VHL B
database O
, O
which O
includes O
507 O
mutations O
. O

We O
report O
that O
heterozygosity O
for O
a O
targeted O
murine O
Wt1 O
allele O
, O
Wt1 O
( O
tmT396 O
) O
, O
which O
truncates O
ZF3 O
at O
codon O
396 O
, O
induces O
mesangial B
sclerosis I
characteristic O
of O
DDS B
in O
adult O
heterozygous O
and O
chimeric O
mice O
. O

Argininemia B
is O
a O
rare O
autossomal B
recessive I
disorder I
caused O
by O
deficiency B
in I
the I
cytosolic I
liver I
- I
type I
arginase I
enzyme I
( O
L O
- O
arginine O
urea O
- O
hydrolase O
; O
E O
. O
C O
. O
3 O
. O
5 O
. O
3 O
. O
1 O
) O
. O

