Recurrent O
reversible O
acute O
renal O
failure O
from O
amphotericin B
. O

In O
vivo O
microdialysis O
demonstrated O
that O
an O
intraperitoneal O
administration O
of O
pilocarpine B
induced O
a O
pronounced O
increment O
of O
hippocampal O
glutamate B
and O
aspartate B
whereas O
no O
significant O
change O
was O
observed O
on O
the O
level O
of O
glycine B
and O
GABA B
. O

Almost O
36 O
% O
of O
patients O
taking O
rizatriptan B
were O
pain O
free O
at O
2 O
h O
and O
had O
no O
recurrence O
or O
need O
for O
additional O
medication O
within O
24 O
h O
, O
compared O
to O
20 O
% O
of O
patients O
on O
ergotamine B
/ O
caffeine B
( O
p O
< O
or O
= O
0 O
. O
001 O
) O
. O

Capsaicin B
100 O
micrograms O
was O
injected O
intradermally O
on O
the O
volar O
forearm O
followed O
by O
an O
i O
. O
v O
. O
infusion O
of O
ketamine B
( O
bolus O
0 O
. O
1 O
mg O
kg O
- O
1 O
over O
10 O
min O
followed O
by O
infusion O
of O
7 O
micrograms O
kg O
- O
1 O
min O
- O
1 O
) O
, O
lidocaine B
5 O
mg O
kg O
- O
1 O
or O
saline O
for O
50 O
min O
. O

Three O
patients O
on O
acetazolamide B
( O
15 O
% O
) O
developed O
renal O
calculi O
. O

Warfarin B
- O
induced O
artery O
calcification O
is O
accelerated O
by O
growth O
and O
vitamin B
D I
. O

Adult O
male O
albino O
rats O
, O
treated O
with O
ISO B
( O
200 O
mg O
/ O
kg O
, O
s O
. O
c O
. O
) O
for O
2 O
days O
at O
an O
interval O
of O
24 O
h O
caused O
a O
significant O
( O
P O
< O
0 O
. O
05 O
) O
elevation O
of O
heart O
weight O
, O
serum O
marker O
enzymes O
, O
lipid O
peroxidation O
and O
Ca B
+ O
2 O
ATPase O
level O
whereas O
there O
was O
a O
significant O
( O
P O
< O
0 O
. O
05 O
) O
decrease O
in O
body O
weight O
, O
endogenous O
antioxidants O
, O
Na B
+ O
/ O
K B
+ O
ATPase O
and O
Mg B
+ O
2 O
ATPase O
levels O
. O

