Pneumonitis O
, O
bilateral O
pleural O
effusions O
, O
echocardiographic O
evidence O
of O
cardiac O
tamponade O
, O
and O
positive O
autoantibodies O
developed O
in O
a O
43 O
- O
year O
- O
old O
man O
, O
who O
was O
receiving O
long O
- O
term O
sulfasalazine B
therapy O
for O
chronic O
ulcerative O
colitis O
. O

Prophylactic O
administration O
of O
lamivudine B
in O
patients O
who O
required O
immunosuppressive O
therapy O
seems O
to O
be O
safe O
, O
well O
tolerated O
and O
effective O
in O
preventing O
HBV O
reactivation O
. O

The O
release O
rate O
of O
epinephrine B
( O
control O
, O
6 O
. O
7 O
+ O
/ O
- O
0 O
. O
6 O
ng O
/ O
kg O
/ O
min O
) O
declined O
immediately O
during O
infusions O
of O
atrial O
natriuretic O
factor O
to O
a O
minimum O
of O
49 O
+ O
/ O
- O
5 O
% O
of O
control O
( O
p O
less O
than O
0 O
. O
001 O
) O
during O
0 O
. O
1 O
microgram O
/ O
kg O
/ O
min O
and O
to O
63 O
+ O
/ O
- O
5 O
% O
( O
0 O
. O
1 O
greater O
than O
p O
greater O
than O
0 O
. O
05 O
) O
or O
95 O
+ O
/ O
- O
13 O
% O
( O
not O
significant O
) O
during O
0 O
. O
3 O
or O
1 O
. O
0 O
microgram O
/ O
kg O
/ O
min O
. O

CONCLUSIONS O
: O
The O
combination O
of O
GEM B
and O
VNB B
is O
moderately O
active O
and O
well O
tolerated O
except O
in O
patients O
age O
> O
/ O
= O
75 O
years O
. O

This O
study O
was O
conducted O
to O
examine O
whether O
prolonged O
pretreatment O
with O
isoproterenol B
could O
abolish O
bromocriptine B
- O
induced O
tachycardia O
in O
conscious O
rats O
. O

However O
, O
when O
the O
patient O
was O
questioned O
about O
use O
of O
herbal O
products O
and O
supplements O
, O
the O
use O
of O
creatine B
monohydrate O
was O
revealed O
. O

Coronary O
aneurysm O
after O
implantation O
of O
a O
paclitaxel B
- O
eluting O
stent O
. O

Compared O
with O
placebo O
, O
modafinil B
decreased O
nighttime O
sleep O
latency O
and O
increased O
slow O
- O
wave O
sleep O
time O
in O
cocaine B
- O
dependent O
participants O
. O

