Cross O
- O
section O
II O
participants B
generally O
had O
higher O
rates O
of O
diabetes O
, O
hypertension O
, O
myopia O
and O
more O
users O
of O
inhaled O
steroids O
. O

The O
absence O
of O
live O
B B
. I
mallei I
organisms O
in O
the O
HK O
preparations O
was O
confirmed O
after O
plating O
10 O
% O
of O
the O
total O
inoculums O
( O
v O
/ O
v O
) O
and O
incubating O
these O
at O
37 O
degrees O
C O
for O
48 O
h O
. O

A O
yeast B
functional O
assay O
confirmed O
the O
absence O
of O
p53 O
full O
- O
length O
expression O
in O
SK O
- O
N O
- O
AS O
and O
IGR O
- O
NB8 O

Female O
, O
6 O
- O
to O
8 O
- O
week O
- O
old O
, O
BALB O
/ O
c O
mice B
( O
n O
= O
5 O
- O
7 O
) O
were O
obtained O
from O
Harlan O
Sprague O
Dawley O
, O
Inc O
. O

In O
general O
, O
the O
majority O
of O
p53 O
mutations O
in O
human B
neoplasia O
are O
missense O
mutations O
affecting O
the O
DNA O
- O
binding O
domain O
( O
DBD O
) O
. O

